chr_name	start	end	delta_methylation
chr1	155230034	155230461	-0.78
chr1	157114008	157114486	-0.77
chr1	157892025	157892483	0.83
chr1	157978093	157978498	-0.74
chr1	158030038	158031430	-0.76
chr1	158115601	158115989	-0.73
chr1	159704056	159704974	-0.74
chr1	159897501	159897977	0.71
chr1	160092035	160092487	0.72
chr1	160592002	160592486	-0.72
chr1	161708012	161709992	0.82
chr1	161710501	161711481	0.78
chr1	161750036	161750482	0.71
chr1	163134501	163134937	-0.83
chr1	163238057	163238481	-0.82
chr1	163425180	163426483	0.78
chr1	163457749	163457999	0.75
chr1	163695519	163695985	-0.78
chr1	164955511	164955987	0.78
chr1	164978002	164978490	0.73
chr1	165163033	165163943	0.71
chr1	166618501	166619936	0.71
chr1	166751005	166751487	-0.84
chr1	168051539	168052000	-0.73
chr1	168125532	168125942	-0.71
chr1	169700505	169700857	0.73
chr1	170292103	170292492	-0.75
chr1	171197503	171198974	-0.74
chr1	171510041	171510492	-0.77
chr1	174818506	174818996	0.72
chr1	175079509	175081999	0.78
chr1	175154567	175154983	0.75
chr1	176494531	176494995	0.72
chr1	190074502	190074997	-0.72
chr1	190541007	190541332	0.77
chr1	190945002	190945498	-0.72
chr1	190948055	190948495	0.74
chr1	190960014	190960999	0.74
chr1	191825009	191825451	0.88
chr1	192668016	192668488	0.79
chr1	192681073	192681496	0.82
chr1	193520144	193520475	0.85
chr1	193530506	193530998	0.73
chr1	194362001	194362480	-0.73
chr1	194544007	194544429	-0.89
chr1	194562515	194562989	0.85
chr1	194568002	194568496	-0.78
chr1	194572504	194572983	-0.9
chr1	194910052	194910500	0.76
chr1	195290012	195290398	0.8
chr1	196129509	196129997	0.8
chr1	196517505	196517989	0.72
chr1	196941511	196941997	0.81
chr1	197068501	197068991	0.76
chr1	197891513	197891992	-0.82
chr1	198298535	198299500	0.78
chr1	198611002	198614960	-0.78
chr1	199005533	199005998	-0.76
chr1	199027035	199027473	-0.77
chr1	199189042	199189991	-0.81
chr1	201187521	201187944	-0.8
chr1	201756535	201756994	0.73
chr1	202955507	202955990	0.83
chr1	203009506	203009966	0.73
chr1	204608519	204608995	-0.72
chr1	204947535	204947989	-0.71
chr1	205039536	205039946	-0.77
chr1	205064502	205065901	0.76
chr1	205074502	205074969	-0.71
chr1	205836021	205836500	0.75
chr1	205938030	205938395	0.79
chr1	206061501	206061942	0.77
chr1	206259001	206259440	-0.9
chr1	207519002	207519388	0.93
chr1	209159508	209160470	-0.77
chr1	210150015	210151481	-0.71
chr1	210163091	210163981	0.74
chr1	212442133	212443000	-0.83
chr1	212672550	212672986	0.74
chr1	213325050	213325478	0.84
chr1	213628140	213628484	0.84
chr1	213698512	213698989	0.77
chr1	214439002	214439491	0.8
chr1	218855001	218855497	-0.79
chr1	220307507	220307975	-0.74
chr1	220320122	220321472	0.73
chr1	220737029	220737500	0.76
chr1	221064012	221064994	0.84
chr1	222665502	222665996	0.83
chr1	222779006	222779977	0.76
chr1	295712517	295712988	-0.76
chr10	12482004	12482491	0.72
chr10	12743502	12743979	-0.73
chr10	13734044	13734931	-0.8
chr10	13809003	13809470	-0.74
chr10	14159522	14159937	-0.81
chr10	15335091	15335986	0.81
chr10	15582031	15582492	-0.74
chr10	16024626	16024995	-0.77
chr10	16068016	16068500	-0.78
chr10	17078109	17078493	0.71
chr10	17748509	17750492	0.78
chr10	19051507	19051992	0.83
chr10	19208529	19208999	0.74
chr10	19382512	19382980	-0.71
chr10	19776517	19776992	-0.75
chr10	20839175	20839476	-0.74
chr10	21492002	21492894	0.74
chr10	21515502	21516746	0.84
chr10	23891001	23891372	-0.76
chr10	23950503	23951395	0.74
chr10	24063020	24063991	-0.74
chr10	24121046	24121995	-0.76
chr10	24700054	24700888	0.71
chr10	24855020	24855464	0.73
chr10	24949558	24949892	-0.78
chr10	24950534	24950999	-0.76
chr10	25240525	25240964	0.74
chr10	27172034	27172493	-0.76
chr10	28154530	28154991	-0.71
chr10	28572562	28572969	-0.76
chr10	28709705	28709998	0.71
chr10	28710504	28710999	0.83
chr10	30959547	30959984	-0.72
chr10	31255041	31255487	0.88
chr10	31342683	31342990	0.83
chr10	34102034	34102441	-0.75
chr10	35009501	35010450	0.78
chr10	35078032	35078478	-0.77
chr10	37937120	37937481	0.79
chr10	38420538	38420985	-0.71
chr10	38794504	38794937	-0.76
chr10	39794020	39794467	-0.77
chr10	39808528	39808961	-0.76
chr10	39809507	39810963	-0.78
chr10	40132639	40133491	-0.71
chr10	40155547	40155999	-0.77
chr10	41200504	41200984	-0.79
chr10	44052008	44052475	-0.72
chr10	47327030	47328993	0.73
chr10	48099508	48099995	-0.87
chr10	50394501	50394999	-0.75
chr10	50516620	50516999	0.77
chr10	50771578	50771970	-0.73
chr10	51126508	51126997	-0.87
chr10	51129002	51129439	-0.86
chr10	52321503	52321974	-0.88
chr10	53013082	53014500	-0.72
chr10	53645535	53645926	-0.77
chr10	54606504	54606968	0.72
chr10	55571519	55572000	-0.72
chr10	55977525	55978494	0.72
chr10	57030508	57030980	0.76
chr10	59955538	59955970	0.75
chr10	63211131	63211987	-0.76
chr10	63730593	63730934	0.72
chr10	64830520	64830989	0.83
chr10	65901035	65901490	-0.75
chr10	66208524	66208903	0.76
chr10	66521009	66521453	0.72
chr10	68049529	68049949	0.74
chr10	68921629	68921997	0.95
chr10	68925001	68925478	0.79
chr10	68926095	68926500	0.71
chr10	69704514	69704999	-0.71
chr10	70107011	70107499	-0.76
chr10	70875044	70875493	-0.71
chr10	72473011	72473472	-0.72
chr10	72494066	72494482	-0.71
chr10	72952018	72952476	0.73
chr10	73570064	73570500	-0.75
chr10	73645010	73645469	0.74
chr10	77753004	77754479	0.72
chr10	79576001	79576497	-0.82
chr10	80395540	80396000	-0.75
chr10	81156038	81156437	0.71
chr10	81441511	81441999	-0.71
chr10	82095022	82096499	-0.72
chr10	82551502	82551950	-0.73
chr10	82950505	82951000	0.75
chr10	82959085	82959999	-0.75
chr10	83129512	83129908	0.78
chr10	83686506	83687000	-0.72
chr10	83984064	83984481	-0.87
chr10	84548019	84550435	0.85
chr10	84551003	84551964	0.78
chr10	84674015	84674491	-0.83
chr10	85646008	85646500	-0.81
chr10	86885002	86885993	0.87
chr10	87314002	87314986	-0.78
chr10	88561509	88561997	0.91
chr10	88752593	88753491	-0.79
chr10	90423512	90423994	-0.73
chr10	92218068	92218496	-0.73
chr10	92768007	92768491	0.79
chr10	93939551	93941483	-0.78
chr10	94130511	94131488	0.74
chr10	94277081	94277952	0.77
chr10	95124021	95124994	0.73
chr10	95860078	95860488	-0.88
chr10	96021002	96021943	-0.71
chr10	96272051	96272494	0.78
chr10	96653555	96654448	-0.73
chr10	97817171	97817429	0.78
chr10	97818005	97818905	0.72
chr10	98003001	98003482	0.72
chr10	98131004	98131397	-0.79
chr10	99127002	99127500	-0.77
chr10	99271054	99271399	0.8
chr10	99569670	99569967	-0.75
chr10	99571001	99571442	-0.71
chr10	99805507	99805991	-0.75
chr10	100072514	100072900	-0.91
chr10	100768501	100768956	-0.8
chr10	101684140	101685494	-0.8
chr10	103050026	103050487	-0.71
chr10	103227518	103228452	-0.73
chr10	104275508	104276499	-0.8
chr10	104815007	104815500	0.77
chr10	104904501	104905494	-0.82
chr10	105045004	105045489	0.81
chr10	105636506	105637419	0.76
chr10	106762057	106762486	-0.74
chr10	107167507	107167996	-0.82
chr10	107633586	107633866	0.88
chr10	107935509	107936000	-0.73
chr10	107998001	107998495	-0.73
chr10	112971026	112971988	0.76
chr10	113213510	113213973	0.74
chr10	113472038	113472487	0.73
chr10	113704506	113705445	-0.74
chr10	114464012	114464446	0.72
chr10	116300541	116300991	0.79
chr10	116628612	116629000	-0.76
chr10	117298528	117298896	-0.71
chr10	117663715	117663983	0.73
chr10	117737510	117737983	-0.75
chr10	117739018	117739420	-0.74
chr10	117829013	117829489	0.73
chr10	117846531	117846825	0.77
chr10	118153028	118154455	0.71
chr10	118169507	118169979	-0.78
chr10	118740023	118740499	0.82
chr10	118787100	118787375	-0.76
chr10	118846501	118846993	-0.74
chr10	119092190	119092411	-0.83
chr10	119206003	119206363	-0.72
chr10	119216501	119216991	-0.86
chr10	119735504	119737499	-0.77
chr10	119754036	119754495	-0.78
chr10	120080045	120080452	-0.92
chr10	121267501	121267762	-0.78
chr10	121998050	121998474	-0.82
chr10	122294507	122295387	-0.73
chr10	122430566	122431000	-0.81
chr10	122848515	122849000	0.87
chr10	123362504	123362987	0.77
chr10	125021211	125021500	-0.85
chr10	127491510	127491989	0.91
chr10	128259045	128259458	-0.84
chr10	128568052	128568402	-0.72
chr10	128574504	128574992	-0.77
chr10	129833514	129833985	-0.78
chr10	130023523	130023925	-0.85
chr10	132775511	132775872	0.74
chr10	133029509	133029899	0.72
chr10	133614085	133614497	-0.77
chr10	133809504	133809977	-0.77
chr10	134313643	134313963	-0.82
chr10	134391039	134391465	0.76
chr10	134535021	134535500	-0.82
chr10	134577003	134577436	0.81
chr10	136021512	136021993	-0.77
chr10	136053009	136053499	-0.76
chr10	136225023	136225433	-0.75
chr10	136753516	136755500	-0.75
chr10	137212035	137212465	-0.71
chr10	138086003	138086319	0.73
chr10	138124016	138124496	0.71
chr10	138875006	138875468	-0.75
chr10	139364502	139365498	-0.73
chr10	139370501	139370999	0.77
chr10	140117532	140117947	-0.73
chr2	9797514	9799978	-0.72
chr2	10336014	10336480	-0.84
chr2	10578014	10578487	-0.84
chr2	11669584	11669999	0.91
chr2	11684561	11685479	-0.75
chr2	12414026	12414939	-0.74
chr2	12838016	12838489	-0.73
chr2	12839008	12839989	-0.85
chr2	13158524	13158973	0.71
chr2	13179018	13179495	0.77
chr2	13290005	13291493	-0.71
chr2	14039043	14039499	-0.71
chr2	14132010	14132459	0.81
chr2	14587016	14587492	0.74
chr2	16068018	16069373	-0.78
chr2	16096032	16096908	0.74
chr2	16958062	16958433	-0.72
chr2	18168003	18168397	0.79
chr2	20382533	20382999	0.89
chr2	21403019	21403492	0.75
chr2	22138560	22139979	0.76
chr2	23166534	23166933	0.76
chr2	23203597	23204483	0.8
chr2	23488048	23488403	-0.75
chr2	25252503	25252995	0.71
chr2	26424503	26425995	0.77
chr2	26426510	26426975	0.83
chr2	26428021	26428404	0.86
chr2	27153501	27153953	0.72
chr2	27300502	27302470	0.81
chr2	27573565	27573988	0.75
chr2	28575018	28575485	0.78
chr2	29275019	29275489	-0.74
chr2	30168079	30168943	0.77
chr2	30219002	30219995	0.74
chr2	30297581	30297959	-0.81
chr2	30642169	30642487	-0.71
chr2	31815111	31815499	0.88
chr2	33027502	33027997	0.76
chr2	33154004	33154410	-0.71
chr2	33446509	33446989	0.73
chr2	33634044	33634453	0.76
chr2	33644032	33644490	0.72
chr2	33783001	33783481	0.77
chr2	33920521	33920935	0.83
chr2	34079511	34080000	-0.72
chr2	34605514	34605952	0.74
chr2	35384007	35384408	-0.74
chr2	35415058	35415442	-0.75
chr2	35501043	35501494	0.82
chr2	35532576	35533999	-0.73
chr2	36298509	36298988	-0.71
chr2	37113138	37113415	0.8
chr2	37222049	37222994	0.77
chr2	37378066	37378432	0.71
chr2	37440002	37440488	0.83
chr2	37986081	37986492	0.71
chr2	38331138	38331426	-0.74
chr2	38672010	38672915	0.73
chr2	38673508	38673977	-0.78
chr2	38749068	38749990	-0.73
chr2	38756505	38756948	-0.81
chr2	38974035	38974836	0.81
chr2	39399113	39399499	-0.77
chr2	44201071	44201499	0.81
chr2	44320505	44320999	-0.81
chr2	45577509	45577978	-0.87
chr2	45590002	45590492	0.75
chr2	46063007	46063483	-0.72
chr2	48285016	48285486	0.82
chr2	48650546	48651464	-0.72
chr2	49071525	49071974	-0.79
chr2	49564647	49564970	-0.72
chr2	50082065	50082392	-0.85
chr2	50096607	50097428	-0.8
chr2	50102614	50102958	-0.74
chr2	50200501	50200884	-0.73
chr2	50978543	50978987	-0.75
chr2	51045538	51045964	0.73
chr2	51515556	51515984	-0.93
chr2	51551545	51551994	-0.79
chr2	52547516	52547797	0.8
chr2	53135542	53135998	-0.75
chr2	53488501	53488796	0.79
chr2	55236566	55236968	-0.71
chr2	56080001	56080376	0.86
chr2	57292034	57292424	-0.71
chr2	57724541	57724930	-0.74
chr2	58656003	58656434	0.85
chr2	59481002	59481406	-0.79
chr2	59494533	59494995	0.73
chr2	59834001	59834495	-0.74
chr2	60043508	60043984	-0.84
chr2	60657003	60657473	-0.79
chr2	62883015	62883497	0.73
chr2	63048501	63049447	-0.76
chr2	63105043	63105968	-0.71
chr2	63389185	63389472	-0.71
chr2	66278029	66278463	0.81
chr2	67008034	67008991	0.76
chr2	68463016	68463428	0.81
chr2	68478004	68478952	-0.74
chr2	69750518	69751477	0.76
chr2	69810008	69810418	-0.75
chr2	70146512	70148319	-0.8
chr2	70152004	70152482	-0.71
chr2	70260095	70260991	-0.77
chr2	70445032	70445497	0.77
chr2	72577006	72577427	0.79
chr2	75123009	75123490	-0.85
chr2	75480502	75481450	0.74
chr2	75488127	75488492	0.72
chr2	76626165	76626442	0.81
chr2	76967137	76967499	-0.76
chr2	79078577	79079472	0.71
chr2	79636060	79636499	-0.76
chr2	79716524	79716999	-0.8
chr2	80244545	80245445	-0.71
chr2	81158047	81158948	0.8
chr2	81380008	81380987	-0.72
chr2	81971550	81971999	0.76
chr2	83045589	83046493	0.75
chr2	83491039	83491476	0.78
chr2	84983009	84983905	-0.74
chr2	86116010	86116793	-0.71
chr2	86804535	86807996	0.74
chr2	86946507	86948496	-0.79
chr2	86970037	86970479	-0.83
chr2	87778002	87779423	-0.78
chr2	93753016	93753488	-0.71
chr2	93945006	93945499	0.77
chr2	98555001	98555468	-0.71
chr2	98564551	98564977	-0.78
chr2	101445507	101445999	0.74
chr2	101487638	101487999	-0.76
chr2	102045507	102045990	0.76
chr2	103781501	103781963	0.75
chr2	105807507	105807920	-0.74
chr2	106715096	106715998	0.76
chr2	110307570	110307956	-0.79
chr2	110308594	110308986	-0.83
chr2	110384001	110385469	-0.82
chr2	110448502	110449461	0.76
chr2	111229506	111229997	0.73
chr2	111233509	111234478	-0.72
chr2	112681513	112682965	-0.74
chr2	113223075	113223452	-0.91
chr2	113539616	113539973	-0.85
chr2	113977507	113978972	-0.77
chr2	114417065	114417496	-0.72
chr2	114743008	114743496	-0.78
chr2	114901523	114902494	0.73
chr2	116024031	116024500	0.74
chr2	116604002	116604983	0.72
chr2	117324009	117324491	0.73
chr2	117325027	117325487	0.76
chr2	117437562	117438000	-0.83
chr2	118667510	118667991	0.89
chr2	120542518	120542836	0.76
chr2	121615522	121615957	-0.84
chr2	124455015	124455494	-0.87
chr2	124458069	124458468	-0.78
chr2	126235005	126235494	0.79
chr2	127001001	127001493	-0.77
chr2	127058575	127059996	0.76
chr2	127767020	127767377	0.74
chr2	128052521	128052981	-0.76
chr2	130897001	130897471	-0.72
chr2	131940083	131940437	-0.79
chr2	132334030	132334962	-0.73
chr2	132542003	132542493	-0.71
chr2	133077094	133077486	-0.73
chr2	133662502	133663495	-0.73
chr2	133909022	133909470	-0.73
chr2	134211014	134211499	-0.73
chr2	138487014	138487465	0.72
chr2	139519514	139519990	-0.73
chr2	139520502	139520945	-0.76
chr2	139717019	139717999	0.81
chr2	140448023	140448468	-0.82
chr2	140845183	140845998	0.72
chr2	141231503	141233486	-0.77
chr2	141337017	141337411	0.8
chr2	142075056	142075425	-0.73
chr2	143410714	143410986	-0.72
chr2	144884504	144884949	-0.79
chr2	145003569	145003968	-0.85
chr2	145951009	145951485	-0.79
chr2	146553064	146553460	0.81
chr2	148020522	148021451	0.73
chr2	148153006	148153485	-0.85
chr2	148253544	148254000	-0.71
chr2	148327002	148327423	0.71
chr2	148563509	148564496	-0.79
chr2	149437006	149437464	-0.75
chr2	149496695	149496970	0.72
chr2	150351012	150351908	0.74
chr2	150641547	150641989	0.74
chr2	150916081	150916406	-0.94
chr2	152655507	152655995	0.86
chr2	152843051	152843431	0.85
chr2	153602048	153603485	0.74
chr2	156333009	156333288	-0.72
chr2	156365015	156365495	0.73
chr2	156517009	156517478	0.71
chr2	156608001	156608460	-0.75
chr2	156748008	156748493	0.71
chr2	156757017	156757409	0.72
chr2	157230009	157230495	0.76
chr2	157271039	157271496	0.72
chr2	157752502	157752966	-0.72
chr2	158488013	158488499	0.74
chr2	161362069	161362483	-0.71
chr2	161485600	161486452	-0.84
chr2	161487062	161487466	-0.91
chr2	161548528	161548989	-0.84
chr2	161857020	161857495	-0.81
chr2	162059005	162059960	-0.71
chr2	162148513	162148994	-0.81
chr2	162947533	162947974	-0.74
chr2	163302510	163302935	-0.73
chr2	163496024	163496962	0.72
chr2	163631592	163631982	0.75
chr2	163863016	163863881	-0.72
chr2	168261016	168261500	-0.72
chr2	168428576	168429000	0.76
chr2	168789009	168790487	0.71
chr2	168861502	168861998	0.71
chr2	169676518	169677000	-0.78
chr2	169713571	169713999	0.83
chr2	169726505	169726985	-0.72
chr2	170756117	170758987	0.74
chr2	171256020	171256491	-0.72
chr2	172215015	172215483	-0.74
chr2	172226039	172226987	-0.76
chr2	172838062	172838950	0.73
chr2	174333502	174333942	-0.81
chr2	174365597	174365971	-0.74
chr2	174566002	174566466	0.77
chr2	175326502	175326944	-0.76
chr2	175402016	175402498	0.83
chr2	176373550	176375999	-0.77
chr2	177364009	177365443	-0.83
chr2	177441551	177441961	0.86
chr2	177640508	177640907	-0.74
chr2	178202510	178202997	-0.76
chr2	179166029	179166370	-0.77
chr2	181283505	181284400	0.82
chr2	181626017	181626999	0.73
chr2	182911062	182911380	0.77
chr2	183078056	183078484	-0.82
chr2	183136038	183136474	-0.74
chr2	240605509	240605990	-0.79
chr2	240874050	240874340	-0.8
chr2	242907509	242908994	-0.8
chr2	242913007	242913371	0.78
chr2	242978501	242979467	-0.79
chr2	243312016	243312488	-0.91
chr2	244115513	244115981	-0.81
chr3	7979540	7980000	0.78
chr3	30099558	30099962	0.73
chr3	149598014	149598500	0.79
chr3	149650609	149651486	0.71
chr3	149747004	149747499	0.79
chr3	151337533	151337944	0.86
chr3	151899054	151899493	0.71
chr3	151905207	151905495	-0.82
chr3	152188033	152188488	0.84
chr3	154398001	154398499	-0.74
chr3	154400039	154400468	0.81
chr3	155500018	155500474	-0.76
chr3	155966502	155967415	0.76
chr3	156962012	156962489	0.74
chr3	156995597	156995987	0.81
chr3	159314528	159314929	0.86
chr3	160566002	160566481	-0.74
chr3	161216057	161216490	-0.77
chr3	162854501	162854996	-0.73
chr3	163964002	163965465	0.87
chr3	164181067	164181497	-0.88
chr3	164675508	164675983	-0.79
chr3	166930512	166931490	-0.71
chr3	168248003	168248499	0.83
chr3	168702527	168703471	-0.84
chr3	221238075	221238379	0.93
chr4	155397081	155397456	0.74
chr4	177534032	177534479	0.8
chr4	179075033	179075459	0.79
chr4	180369014	180369992	-0.71
chr4	192504011	192504438	0.86
chr4	230987029	230987460	0.82
chr4	231065006	231065494	0.71
chr4	231208637	231209000	-0.79
chr4	231644054	231644988	0.73
chr4	231683567	231684000	0.79
chr4	232255030	232255487	-0.82
chr4	233153040	233153468	0.88
chr4	233331010	233331500	0.75
chr4	233594005	233594490	0.77
chr4	233595145	233595984	0.72
chr4	234574002	234574469	0.77
chr4	234911001	234911487	0.83
chr5	679508	679981	0.74
chr5	975507	976500	-0.71
chr5	1140510	1140996	0.8
chr5	1947038	1948499	-0.78
chr5	2405232	2405377	-0.77
chr5	3295047	3295495	0.82
chr5	3682065	3682456	-0.73
chr5	24138510	24138980	0.72
chr5	178460539	178460970	0.78
chr5	179726502	179726961	0.71
chr5	179729016	179729912	0.75
chr5	181280031	181280991	-0.72
chr5	181376015	181376499	0.73
chr5	181642038	181642487	-0.81
chr5	182119036	182119988	-0.73
chr5	182919511	182919878	-0.72
chr5	183399506	183399918	0.81
chr5	184324544	184324967	0.84
chr5	184379130	184379440	0.88
chr5	186469535	186469942	-0.74
chr5	187578505	187579500	-0.71
chr5	189244524	189245500	-0.75
chr5	189792503	189792988	0.83
chr5	190769045	190769996	0.76
chr5	191207026	191207293	0.78
chr5	191574001	191574499	0.83
chr5	191576511	191577994	0.74
chr5	191725520	191731498	-0.8
chr5	193727524	193727969	0.77
chr5	193887029	193888913	-0.78
chr5	194982511	194982994	-0.77
chr5	197529532	197529955	-0.73
chr5	197794011	197794484	0.76
chr5	199132503	199132991	-0.74
chr5	200286077	200286978	0.77
chr5	201588540	201589496	0.75
chr5	201913009	201913470	0.71
chr5	203148030	203148469	-0.82
chr5	204706039	204706473	0.75
chr5	205080548	205080999	-0.77
chr5	214083014	214083486	-0.78
chr5	214759205	214759499	0.78
chr5	214914075	214914489	0.74
chr5	215962054	215962496	0.81
chr5	216436002	216436976	0.82
chr5	216758507	216758866	0.79
chr5	217383050	217383500	0.71
chr6	160171585	160171983	-0.72
chr6	160886026	160886496	0.8
chr6	163004519	163004977	-0.8
chr6	163744007	163744999	-0.73
chr6	165813503	165813995	-0.93
chr6	166480534	166480970	0.84
chr6	166873022	166873387	0.75
chr7	6745600	6745999	-0.8
chr7	6928016	6929440	0.73
chr7	10084506	10084926	0.86
chr7	11190506	11191464	0.84
chr7	11816001	11816500	0.79
chr7	12455026	12455490	-0.82
chr7	14735026	14735957	0.88
chr7	14746507	14746972	0.8
chr7	16042505	16042999	-0.76
chr7	18507586	18508468	-0.72
chr7	18532015	18532351	-0.73
chr7	18533077	18533443	-0.87
chr7	18608131	18608473	-0.75
chr7	18620047	18620457	-0.72
chr7	18840023	18840987	-0.82
chr7	18870152	18870471	-0.71
chr7	20691541	20692468	0.76
chr7	20693001	20693424	0.71
chr7	20840038	20840457	0.8
chr7	21086022	21086450	-0.8
chr7	21638154	21638479	-0.72
chr7	22209002	22209446	-0.73
chr7	22369520	22369946	-0.74
chr7	22645700	22645988	-0.78
chr7	22987009	22987940	-0.81
chr7	24194648	24194996	-0.71
chr7	24986624	24987498	0.78
chr7	26971522	26972498	-0.79
chr7	27574503	27575490	-0.73
chr7	67765502	67765998	-0.71
chr7	171886509	171886988	-0.71
chr7	171893505	171894453	0.77
chr7	178224018	178224499	0.88
chr7	178232024	178232484	0.84
chr7	179645589	179646982	-0.75
chr7	180050501	180050818	-0.77
chr7	180481015	180481953	0.78
chr7	180898646	180898964	-0.87
chr7	181510523	181510852	-0.86
chr7	181987001	181987977	0.75
chr8	56494590	56494993	0.73
chr8	78413524	78414999	-0.77
chr8	79484510	79485000	0.72
chr8	81988665	81988982	0.85
chr8	83627090	83627424	0.76
chr8	83657501	83657951	0.91
chr8	83752096	83753498	0.72
chr8	83808002	83808382	0.73
chr8	84229004	84229997	0.8
chr8	84422506	84422974	-0.72
chr8	85435501	85436408	0.77
chr8	86605533	86605992	0.72
chr8	87442015	87442412	-0.73
chr8	88480010	88480454	-0.71
chr8	88656012	88656487	-0.75
chr8	88831058	88831434	0.85
chr8	90126514	90127000	-0.72
chr8	91950531	91950850	-0.76
chr8	92686522	92686740	0.79
chr8	92769513	92770473	0.77
chr8	92817051	92817493	0.78
chr8	94395533	94396472	0.73
chr8	94943006	94944463	0.73
chr8	94948032	94948424	0.93
chr8	121649510	121649997	-0.96
chr9	58190576	58190982	-0.79
